GUID,Name,Description,CVSS3.0,Network Zone,Exploit Code Maturity,Actively Exploited,Patch Available,Dark Web References,Risk Score,Risk Severity
ce3fcffe-d564-4ebd-847f-3a674a03f031,CVE-2023-36816,2FA is a Web app to manage Two-Factor Authentication (2FA) accounts and generate their security codes. Cross site scripting (XSS) injection can be done via the account/service field. This was tested in docker-compose environment. This vulnerability has been patched in version 4.0.3.,7.7,internal,functional,yes,no,469,,
4af51761-f4ec-4f48-9299-6f20d4d260a3,CVE-2023-36815,"Sealos is a Cloud Operating System designed for managing cloud-native applications. In version 4.2.0 and prior, there is a permission flaw in the Sealos billing system, which allows users to control the recharge resource account `sealos[.] io/v1/Payment`, resulting in the ability to recharge any amount of 1 renminbi (RMB). The charging interface may expose resource information. The namespace of this custom resource would be user's control and may have permission to correct it. It is not clear whether a fix exists.",2.6,internal,non-existent,no,yes,301,,
fbaa4d99-9453-4f72-b46f-95da5dbdbd31,CVE-2023-36814,"Products.CMFCore are the key framework services for the Zope Content Management Framework (CMF). The use of Python's marshal module to handle unchecked input in a public method on `PortalFolder` objects can lead to an unauthenticated denial of service and crash situation. The code in question is exposed by all portal software built on top of `Products.CMFCore`, such as Plone. All deployments are vulnerable. The code has been fixed in `Products.CMFCore` version 3.2.",3.5,internal,proof-of-concept,no,no,758,,
48e62194-559f-4d6a-8528-6cf8a1bbb6e7,CVE-2023-36813,"Kanboard is project management software that focuses on the Kanban methodology. In versions prior to 1.2.31authenticated user is able to perform a SQL Injection, leading to a privilege escalation or loss of confidentiality. It appears that in some insert and update operations, the code improperly uses the PicoDB library to update/insert new information. Version 1.2.31 contains a fix for this issue.",8.1,public facing,functional,yes,yes,167,,
37064f6e-aa6f-4d80-8e9c-de55c2b3ef61,CVE-2023-36812,"OpenTSDB is a open source, distributed, scalable Time Series Database (TSDB). OpenTSDB is vulnerable to Remote Code Execution vulnerability by writing user-controlled input to Gnuplot configuration file and running Gnuplot with the generated configuration. This issue has been patched in commit `07c4641471c` and further refined in commit `fa88d3e4b`. These patches are available in the `2.4.2` release. Users are advised to upgrade. User unable to upgrade may disable Gunuplot via the config option`tsd.core.enable_ui = true` and remove the shell files `mygnuplot.bat` and `mygnuplot.sh`.",2.5,internal,non-existent,no,no,660,,
29e866e2-ca65-40bc-bd3c-28ca61c14bf2,CVE-2023-36810,"pypdf is a pure-python PDF library capable of splitting, merging, cropping, and transforming the pages of PDF files. An attacker who uses this vulnerability can craft a PDF which leads to unexpected long runtime. This quadratic runtime blocks the current process and can utilize a single core of the CPU by 100%. It does not affect memory usage. This issue has been addressed in PR 808 and versions from 1.27.9 include this fix. Users are advised to upgrade. There are no known workarounds for this vulnerability.",6.7,internal,non-existent,no,yes,725,,
602ca379-88aa-4f6f-a572-c0c16f927c54,CVE-2023-3681,A vulnerability classified as problematic was found in Campcodes Retro Cellphone Online Store 1.0. This vulnerability affects unknown code of the file /admin/modal_add_product.php. The manipulation of the argument description leads to cross site scripting. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-234226 is the identifier assigned to this vulnerability.,5,public facing,non-existent,yes,no,42,,
0e01f958-23be-4dc9-98b6-8b9afadfc66c,CVE-2023-36809,"Kiwi TCMS, an open source test management system allows users to upload attachments to test plans, test cases, etc. Versions of Kiwi TCMS prior to 12.5 had introduced changes which were meant to serve all uploaded files as plain text in order to prevent browsers from executing potentially dangerous files when such files are accessed directly. The previous Nginx configuration was incorrect allowing certain browsers like Firefox to ignore the `Content-Type: text/plain` header on some occasions thus allowing potentially dangerous scripts to be executed. Additionally, file upload validators and parts of the HTML rendering code had been found to require additional sanitation and improvements. Version 12.5 fixes this vulnerability with updated Nginx content type configuration, improved file upload validation code to prevent more potentially dangerous uploads, and Sanitization of test plan names used in the `tree_view_html()` function.",2.4,public facing,non-existent,yes,no,178,,
0a609ec3-0757-47ee-a516-e3abf376b312,CVE-2023-36808,"GLPI is a free asset and IT management software package. Starting in version 0.80 and prior to version 10.0.8, Computer Virtual Machine form and GLPI inventory request can be used to perform a SQL injection attack. Version 10.0.8 has a patch for this issue. As a workaround, one may disable native inventory.",1.8,internal,functional,no,yes,328,,
b8449c7c-5683-4978-a981-c2c959b2974d,CVE-2023-36807,"pypdf is a pure-python PDF library capable of splitting, merging, cropping, and transforming the pages of PDF files. In version 2.10.5 an attacker who uses this vulnerability can craft a PDF which leads to an infinite loop. This infinite loop blocks the current process and can utilize a single core of the CPU by 100%. It does not affect memory usage. That is, for example, the case if the user extracted metadata from such a malformed PDF. Versions prior to 2.10.5 throw an error, but do not hang forever. This issue was fixed with https://github.com/py-pdf/pypdf/pull/1331 which has been included in release 2.10.6. Users are advised to upgrade. Users unable to upgrade should modify `PyPDF2/generic/_data_structures.py::read_object` to an an error throwing case. See GHSA-hm9v-vj3r-r55m for details.",7.5,internal,proof-of-concept,yes,no,793,,
db5fe54d-eac1-4b0b-a4e4-406f126eebdb,CVE-2023-36806,"Contao is an open source content management system. Starting in version 4.0.0 and prior to versions 4.9.42, 4.13.28, and 5.1.10, it is possible for untrusted backend users to inject malicious code into headline fields in the back end, which will be executed both in the element preview (back end) and on the website (front end). Installations are only affected if there are untrusted back end users who have the rights to modify headline fields, or other fields using the input unit widget. Contao 4.9.42, 4.13.28, and 5.1.10 have a patch for this issue. As a workaround, disable the login for all untrusted back end users.",7.4,public facing,non-existent,yes,yes,301,,
26f6e9ef-ed74-44ce-a519-c93d790bf513,CVE-2023-3680,A vulnerability classified as critical has been found in SourceCodester Lost and Found Information System 1.0. This affects an unknown part of the file /classes/Master.php?f=save_item of the component HTTP POST Request Handler. The manipulation of the argument id leads to sql injection. It is possible to initiate the attack remotely. The identifier VDB-234225 was assigned to this vulnerability.,2.3,internal,non-existent,no,no,375,,
06597f94-a52f-43a5-b074-24bfcba195aa,CVE-2023-3679,A vulnerability was found in SourceCodester Lost and Found Information System 1.0. It has been rated as critical. Affected by this issue is some unknown functionality of the file /classes/Master.php?f=save_inquiry of the component HTTP POST Request Handler. The manipulation of the argument id leads to sql injection. The attack may be launched remotely. The identifier of this vulnerability is VDB-234224.,7.2,public facing,proof-of-concept,no,yes,504,,
f53dfe5a-ca58-4148-9dc9-936a41a60565,CVE-2023-3678,A vulnerability was found in SourceCodester AC Repair and Services System 1.0. It has been declared as critical. Affected by this vulnerability is an unknown functionality of the file /classes/Master.php?f=delete_inquiry of the component HTTP POST Request Handler. The manipulation of the argument id leads to sql injection. The attack can be launched remotely. The associated identifier of this vulnerability is VDB-234223.,4.8,internal,non-existent,yes,no,833,,
e65d64d5-ef0a-4318-9b1a-d5817e7b04ed,CVE-2023-36755,"A vulnerability has been identified in RUGGEDCOM ROX MX5000 (All versions < V2.16.0), RUGGEDCOM ROX MX5000RE (All versions < V2.16.0), RUGGEDCOM ROX RX1400 (All versions < V2.16.0), RUGGEDCOM ROX RX1500 (All versions < V2.16.0), RUGGEDCOM ROX RX1501 (All versions < V2.16.0), RUGGEDCOM ROX RX1510 (All versions < V2.16.0), RUGGEDCOM ROX RX1511 (All versions < V2.16.0), RUGGEDCOM ROX RX1512 (All versions < V2.16.0), RUGGEDCOM ROX RX1524 (All versions < V2.16.0), RUGGEDCOM ROX RX1536 (All versions < V2.16.0), RUGGEDCOM ROX RX5000 (All versions < V2.16.0). The SCEP CA Certificate Name parameter in the web interface of affected devices is vulnerable to command injection due to missing server side input sanitation. This could allow an authenticated privileged remote attacker to execute arbitrary code with root privileges.",9.8,public facing,non-existent,no,yes,80,,
76a748c3-0689-4aeb-aecf-3849915e129d,CVE-2023-36754,"A vulnerability has been identified in RUGGEDCOM ROX MX5000 (All versions < V2.16.0), RUGGEDCOM ROX MX5000RE (All versions < V2.16.0), RUGGEDCOM ROX RX1400 (All versions < V2.16.0), RUGGEDCOM ROX RX1500 (All versions < V2.16.0), RUGGEDCOM ROX RX1501 (All versions < V2.16.0), RUGGEDCOM ROX RX1510 (All versions < V2.16.0), RUGGEDCOM ROX RX1511 (All versions < V2.16.0), RUGGEDCOM ROX RX1512 (All versions < V2.16.0), RUGGEDCOM ROX RX1524 (All versions < V2.16.0), RUGGEDCOM ROX RX1536 (All versions < V2.16.0), RUGGEDCOM ROX RX5000 (All versions < V2.16.0). The SCEP server configuration URL parameter in the web interface of affected devices is vulnerable to command injection due to missing server side input sanitation. This could allow an authenticated privileged remote attacker to execute arbitrary code with root privileges.",6.6,public facing,non-existent,no,yes,590,,
8fa39ba5-9f02-457b-89a4-5ffdd2dece6a,CVE-2023-36753,"A vulnerability has been identified in RUGGEDCOM ROX MX5000 (All versions < V2.16.0), RUGGEDCOM ROX MX5000RE (All versions < V2.16.0), RUGGEDCOM ROX RX1400 (All versions < V2.16.0), RUGGEDCOM ROX RX1500 (All versions < V2.16.0), RUGGEDCOM ROX RX1501 (All versions < V2.16.0), RUGGEDCOM ROX RX1510 (All versions < V2.16.0), RUGGEDCOM ROX RX1511 (All versions < V2.16.0), RUGGEDCOM ROX RX1512 (All versions < V2.16.0), RUGGEDCOM ROX RX1524 (All versions < V2.16.0), RUGGEDCOM ROX RX1536 (All versions < V2.16.0), RUGGEDCOM ROX RX5000 (All versions < V2.16.0). The uninstall-app App-name parameter in the web interface of affected devices is vulnerable to command injection due to missing server side input sanitation. This could allow an authenticated privileged remote attacker to execute arbitrary code with root privileges.",1.2,internal,functional,yes,no,137,,
5e866fe6-b2ba-47ee-a963-34637eb1a653,CVE-2023-36752,"A vulnerability has been identified in RUGGEDCOM ROX MX5000 (All versions < V2.16.0), RUGGEDCOM ROX MX5000RE (All versions < V2.16.0), RUGGEDCOM ROX RX1400 (All versions < V2.16.0), RUGGEDCOM ROX RX1500 (All versions < V2.16.0), RUGGEDCOM ROX RX1501 (All versions < V2.16.0), RUGGEDCOM ROX RX1510 (All versions < V2.16.0), RUGGEDCOM ROX RX1511 (All versions < V2.16.0), RUGGEDCOM ROX RX1512 (All versions < V2.16.0), RUGGEDCOM ROX RX1524 (All versions < V2.16.0), RUGGEDCOM ROX RX1536 (All versions < V2.16.0), RUGGEDCOM ROX RX5000 (All versions < V2.16.0). The upgrade-app URL parameter in the web interface of affected devices is vulnerable to command injection due to missing server side input sanitation. This could allow an authenticated privileged remote attacker to execute arbitrary code with root privileges.",3.4,public facing,functional,yes,yes,657,,
c8a42837-1cbc-421d-805b-df2fb7813f84,CVE-2023-36751,"A vulnerability has been identified in RUGGEDCOM ROX MX5000 (All versions < V2.16.0), RUGGEDCOM ROX MX5000RE (All versions < V2.16.0), RUGGEDCOM ROX RX1400 (All versions < V2.16.0), RUGGEDCOM ROX RX1500 (All versions < V2.16.0), RUGGEDCOM ROX RX1501 (All versions < V2.16.0), RUGGEDCOM ROX RX1510 (All versions < V2.16.0), RUGGEDCOM ROX RX1511 (All versions < V2.16.0), RUGGEDCOM ROX RX1512 (All versions < V2.16.0), RUGGEDCOM ROX RX1524 (All versions < V2.16.0), RUGGEDCOM ROX RX1536 (All versions < V2.16.0), RUGGEDCOM ROX RX5000 (All versions < V2.16.0). The install-app URL parameter in the web interface of affected devices is vulnerable to command injection due to missing server side input sanitation. This could allow an authenticated privileged remote attacker to execute arbitrary code with root privileges.",5.6,public facing,proof-of-concept,yes,yes,80,,
b8376adb-9367-4a8b-b89c-42088b0533a6,CVE-2023-36750,"A vulnerability has been identified in RUGGEDCOM ROX MX5000 (All versions < V2.16.0), RUGGEDCOM ROX MX5000RE (All versions < V2.16.0), RUGGEDCOM ROX RX1400 (All versions < V2.16.0), RUGGEDCOM ROX RX1500 (All versions < V2.16.0), RUGGEDCOM ROX RX1501 (All versions < V2.16.0), RUGGEDCOM ROX RX1510 (All versions < V2.16.0), RUGGEDCOM ROX RX1511 (All versions < V2.16.0), RUGGEDCOM ROX RX1512 (All versions < V2.16.0), RUGGEDCOM ROX RX1524 (All versions < V2.16.0), RUGGEDCOM ROX RX1536 (All versions < V2.16.0), RUGGEDCOM ROX RX5000 (All versions < V2.16.0). The software-upgrade Url parameter in the web interface of affected devices is vulnerable to command injection due to missing server side input sanitation. This could allow an authenticated privileged remote attacker to execute arbitrary code with root privileges.",9.9,public facing,non-existent,yes,no,845,,
0c36f9fb-83b6-475b-8aeb-9c674d55ade3,CVE-2023-36749,"A vulnerability has been identified in RUGGEDCOM ROX MX5000 (All versions < V2.16.0), RUGGEDCOM ROX MX5000RE (All versions < V2.16.0), RUGGEDCOM ROX RX1400 (All versions < V2.16.0), RUGGEDCOM ROX RX1500 (All versions < V2.16.0), RUGGEDCOM ROX RX1501 (All versions < V2.16.0), RUGGEDCOM ROX RX1510 (All versions < V2.16.0), RUGGEDCOM ROX RX1511 (All versions < V2.16.0), RUGGEDCOM ROX RX1512 (All versions < V2.16.0), RUGGEDCOM ROX RX1524 (All versions < V2.16.0), RUGGEDCOM ROX RX1536 (All versions < V2.16.0), RUGGEDCOM ROX RX5000 (All versions < V2.16.0). The webserver of the affected devices support insecure TLS 1.0 protocol. An attacker could achieve a man-in-the-middle attack and compromise confidentiality and integrity of data.",9.3,internal,functional,no,no,441,,
c2122b00-56f9-4372-9b01-0f68aac9c62c,CVE-2023-36748,"A vulnerability has been identified in RUGGEDCOM ROX MX5000 (All versions < V2.16.0), RUGGEDCOM ROX MX5000RE (All versions < V2.16.0), RUGGEDCOM ROX RX1400 (All versions < V2.16.0), RUGGEDCOM ROX RX1500 (All versions < V2.16.0), RUGGEDCOM ROX RX1501 (All versions < V2.16.0), RUGGEDCOM ROX RX1510 (All versions < V2.16.0), RUGGEDCOM ROX RX1511 (All versions < V2.16.0), RUGGEDCOM ROX RX1512 (All versions < V2.16.0), RUGGEDCOM ROX RX1524 (All versions < V2.16.0), RUGGEDCOM ROX RX1536 (All versions < V2.16.0), RUGGEDCOM ROX RX5000 (All versions < V2.16.0). The affected devices are configured to offer weak ciphers by default. This could allow an unauthorized attacker in a man-in-the-middle position to read and modify any data passed over to and from the affected device.",6.2,internal,functional,yes,yes,169,,
59757943-d84a-4599-906f-10177b9f401d,CVE-2023-3674,"A flaw was found in the keylime attestation verifier, which fails to flag a device's submitted TPM quote as faulty when the quote's signature does not validate for some reason. Instead, it will only emit an error in the log without flagging the device as untrusted.",1.5,public facing,non-existent,yes,no,536,,
d88e68a9-4cc0-4a03-90f8-0b4d0d73ba55,CVE-2023-3673,SQL Injection in GitHub repository pimcore/pimcore prior to 10.5.24.,5.4,internal,non-existent,yes,yes,718,,
548d49fc-8db2-4195-81ba-1612c6d12231,CVE-2023-3672,Cross-site Scripting (XSS) - DOM in GitHub repository plaidweb/webmention.js prior to 0.5.5.,8.3,public facing,functional,yes,yes,654,,
39b6a78f-7d26-483c-9579-43643fde9220,CVE-2023-3670,In CODESYS Development System 3.5.9.0 to 3.5.17.0 and CODESYS Scripting 4.0.0.0 to 4.1.0.0 unsafe directory permissions would allow an attacker with local access to the workstation to place potentially harmful and disguised scripts that could be executed by legitimate users.,8.5,internal,functional,no,no,688,,
a16685a5-b374-4d66-b2c9-361bc30e5683,CVE-2023-36693,Cross-Site Request Forgery (CSRF) vulnerability in Alain Gonzalez WP RSS Images plugin <= 1.1 versions.,4.1,internal,proof-of-concept,yes,no,974,,
c923b190-e3b5-449c-8c11-4807b167948a,CVE-2023-36691,Cross-Site Request Forgery (CSRF) vulnerability in Albert Peschar WebwinkelKeur plugin <= 3.24 versions.,7.2,public facing,non-existent,no,no,780,,
849bbe42-3c0b-468a-80c1-a9de5d00d104,CVE-2023-36690,Cross-Site Request Forgery (CSRF) vulnerability in VibeThemes WPLMS theme <= 4.900 versions.,9.8,internal,proof-of-concept,yes,no,522,,
c0eacd87-f397-46f0-aff7-f51ef0b1bf4c,CVE-2023-36687,Cross-Site Request Forgery (CSRF) vulnerability in Andrea Tarantini Menubar plugin <= 5.8.2 versions.,4.5,public facing,proof-of-concept,no,no,964,,
30fffec7-249f-4179-854e-aee4ffe1446f,CVE-2023-3668,Improper Encoding or Escaping of Output in GitHub repository froxlor/froxlor prior to 2.0.21.,5.9,internal,non-existent,yes,no,182,,
ec36a7e3-932b-4bef-b335-31f948c76e40,CVE-2023-36675,"An issue was discovered in MediaWiki before 1.35.11, 1.36.x through 1.38.x before 1.38.7, and 1.39.x before 1.39.4. BlockLogFormatter.php in BlockLogFormatter allows XSS in the partial blocks feature.",4.2,internal,functional,no,yes,19,,
acdff9fa-1c12-4de2-b4bb-af41e84fa46d,CVE-2023-36670,A remotely exploitable command injection vulnerability was found on the Kratos NGC-IDU 9.1.0.4. An attacker can execute arbitrary Linux commands as root by sending crafted TCP requests to the device.,2,public facing,functional,no,yes,331,,
e52045c0-ad97-4239-a8d3-e240d9e87274,CVE-2023-36669,Missing Authentication for a Critical Function within the Kratos NGC Indoor Unit (IDU) before 11.4 allows remote attackers to obtain arbitrary control of the IDU/ODU system. Any attacker with layer-3 network access to the IDU can impersonate the Touch Panel Unit (TPU) within the IDU by sending crafted TCP requests to the IDU.,6.5,internal,functional,yes,no,800,,
ff68a84c-bb65-4611-b0a2-125e49a08e2f,CVE-2023-36666,"INEX IXP-Manager before 6.3.1 allows XSS. list-preamble.foil.php, page-header-preamble.foil.php, edit-form.foil.php, page-header-preamble.foil.php, overview.foil.php, cust.foil.php, and view.foil.php may be affected.",6.8,internal,non-existent,no,yes,844,,
c0820106-33c7-4d4e-ab17-0c4a9b52fae1,CVE-2023-36665,"protobuf.js (aka protobufjs) 6.10.0 through 7.x before 7.2.4 allows Prototype Pollution, a different vulnerability than CVE-2022-25878. A user-controlled protobuf message can be used by an attacker to pollute the prototype of Object.prototype by adding and overwriting its data and functions. Exploitation can involve: (1) using the function parse to parse protobuf messages on the fly, (2) loading .proto files by using load/loadSync functions, or (3) providing untrusted input to the functions ReflectionObject.setParsedOption and util.setProperty. NOTE: this CVE Record is about ""Object.constructor.prototype.<new-property> = ...;"" whereas CVE-2022-25878 was about ""Object.__proto__.<new-property> = ...;"" instead.",8.2,public facing,non-existent,no,no,773,,
66b01071-7675-4b60-99bb-f0a18c087b0a,CVE-2023-36664,Artifex Ghostscript through 10.01.2 mishandles permission validation for pipe devices (with the %pipe% prefix or the | pipe character prefix).,5.2,public facing,functional,yes,no,404,,
353569e7-1a09-44d3-9a66-40fa61d6c931,CVE-2023-36663,it-novum openITCOCKPIT (aka open IT COCKPIT) 4.6.4 before 4.6.5 allows SQL Injection (by authenticated users) via the sort parameter of the API interface.,9.9,internal,functional,yes,no,900,,
cf06fd37-aaea-4e6b-91af-bf2ad0100d33,CVE-2023-36662,"The TechTime User Management components for Atlassian products allow stored XSS on the Bulk User Actions page. This affects User Management for Jira 2.0.0 through 2.17.1, User Management for Confluence 2.0.0 through 2.15.24, and User Management for Bitbucket 2.2.2 through 2.15.24.",3.4,internal,non-existent,no,yes,45,,
e668100d-f1c2-4ef0-aaa8-5110f111aed9,CVE-2023-36661,"Shibboleth XMLTooling before 3.2.4, as used in OpenSAML and Shibboleth Service Provider, allows SSRF via a crafted KeyInfo element. (This is fixed in, for example, Shibboleth Service Provider 3.4.1.3 on Windows.)",2.8,public facing,non-existent,yes,yes,544,,
7f669ecf-5d5c-4381-810e-bc1146afdd9a,CVE-2023-36660,The OCB feature in libnettle in Nettle 3.9 before 3.9.1 allows memory corruption.,8.3,internal,functional,yes,yes,495,,
b0b5fe40-4d41-459f-81bf-824d02da2bee,CVE-2023-36656,Cross Site Scripting (XSS) vulnerability in Jaegertracing Jaeger UI before v.1.31.0 allows a remote attacker to execute arbitrary code via the KeyValuesTable component.,1.9,public facing,functional,no,yes,873,,
e5cdfac3-f1df-419f-8486-dee32f4d0e40,CVE-2023-36632,"** DISPUTED ** The legacy email.utils.parseaddr function in Python through 3.11.4 allows attackers to trigger ""RecursionError: maximum recursion depth exceeded while calling a Python object"" via a crafted argument. This argument is plausibly an untrusted value from an application's input data that was supposed to contain a name and an e-mail address. NOTE: email.utils.parseaddr is categorized as a Legacy API in the documentation of the Python email package. Applications should instead use the email.parser.BytesParser or email.parser.Parser class. NOTE: the vendor's perspective is that this is neither a vulnerability nor a bug. The email package is intended to have size limits and to throw an exception when limits are exceeded; they were exceeded by the example demonstration code.",3.3,public facing,proof-of-concept,no,no,705,,
460e4ca7-8d86-46dc-8468-6126a35cee77,CVE-2023-36631,"** DISPUTED ** Lack of access control in wfc.exe in Malwarebytes Binisoft Windows Firewall Control 6.9.2.0 allows local unprivileged users to bypass Windows Firewall restrictions via the user interface's rules tab. NOTE: the vendor's perspective is ""this is intended behavior as the application can be locked using a password.""",7.9,public facing,functional,yes,yes,479,,
40610b4c-e6fd-4505-bd3a-9442845329d7,CVE-2023-36630,"In CloudPanel before 2.3.1, insecure file upload leads to privilege escalation and authentication bypass.",8.3,internal,non-existent,no,yes,260,,
b1a0cb66-f9a6-45c8-b117-a05909d0cd8f,CVE-2023-36624,Loxone Miniserver Go Gen.2 through 14.0.3.28 allows an authenticated operating system user to escalate privileges via the Sudo configuration. This allows the elevated execution of binaries without a password requirement.,1.9,public facing,non-existent,yes,no,636,,
0f28837d-0e1c-4017-8310-2bd505ae761d,CVE-2023-36623,The root password of the Loxone Miniserver Go Gen.2 before 14.2 is calculated using hard-coded secrets and the MAC address. This allows a local user to calculate the root password and escalate privileges.,8.6,internal,non-existent,no,yes,758,,
af15791b-ef7d-4238-a323-ea2452febbd9,CVE-2023-36622,The websocket configuration endpoint of the Loxone Miniserver Go Gen.2 before 14.1.5.9 allows remote authenticated administrators to inject arbitrary OS commands via the timezone parameter.,5.6,public facing,functional,yes,yes,351,,
fe4ce5d9-1903-4565-a57f-ada72a4e0e8f,CVE-2023-36617,A ReDoS issue was discovered in the URI component before 0.12.2 for Ruby. The URI parser mishandles invalid URLs that have specific characters. There is an increase in execution time for parsing strings to URI objects with rfc2396_parser.rb and rfc3986_parser.rb. NOTE: this issue exists becuse of an incomplete fix for CVE-2023-28755. Version 0.10.3 is also a fixed version.,4,internal,functional,yes,yes,354,,
eac9796e-6f20-4840-8421-dcdac4a0454a,CVE-2023-36612,"Directory traversal can occur in the Basecamp com.basecamp.bc3 application before 4.2.1 for Android, which may allow an attacker to write arbitrary files in the application's private directory. Additionally, by using a malicious intent, the attacker may redirect the server's responses (containing sensitive information) to third-party applications by using a custom-crafted deeplink scheme.",1.2,internal,proof-of-concept,yes,no,365,,
ea4a666d-c295-42af-9690-9e70c4d22eaf,CVE-2023-36611,The affected TBox RTUs allow low privilege users to access software security tokens of higher privilege. This could allow an attacker with &#8220;user&#8221; privileges to access files requiring higher privileges by establishing an SSH session and providing the other tokens.,1.5,public facing,proof-of-concept,yes,no,224,,
c67d7345-4c8c-4a8a-926e-f8acef33f7bd,CVE-2023-36610,"&#8203;The affected TBox RTUs generate software security tokens using insufficient entropy. The random seed used to generate the software tokens is not initialized correctly, and other parts of the token are generated using predictable time-based values. An attacker with this knowledge could successfully brute force the token and authenticate themselves.",3.5,public facing,proof-of-concept,no,yes,37,,
024f35fa-1ed9-4033-aee7-abda05c0f6a0,CVE-2023-3661,A vulnerability was found in SourceCodester AC Repair and Services System 1.0. It has been classified as critical. This affects an unknown part of the file /classes/Master.php?f=save_inquiry. The manipulation of the argument id leads to sql injection. It is possible to initiate the attack remotely. The associated identifier of this vulnerability is VDB-234015.,4.5,public facing,non-existent,yes,no,665,,
99c02f6d-90d7-4c58-8677-e4ebab9b9ed7,CVE-2023-36609,The affected TBox RTUs run OpenVPN with root privileges and can run user defined configuration scripts. An attacker could set up a local OpenVPN server and push a malicious script onto the TBox host to acquire root privileges.,7.2,public facing,functional,yes,yes,994,,
11997b49-13d6-463f-ba7f-e7758bbf29a9,CVE-2023-36608,"The affected TBox RTUs store hashed passwords using MD5 encryption, which is an insecure encryption algorithm.",3.7,internal,functional,no,no,34,,
e5569f39-50eb-4f27-afed-161d9b2c4c15,CVE-2023-36607,The affected TBox RTUs are missing authorization for running some API commands. An attacker running these commands could reveal sensitive information such as software versions and web server file contents.,5.4,public facing,non-existent,yes,no,659,,
2a3349b8-985f-49da-b600-7c87fea41346,CVE-2023-3660,A vulnerability was found in Campcodes Retro Cellphone Online Store 1.0 and classified as problematic. Affected by this issue is some unknown functionality of the file /admin/add_user_modal.php. The manipulation of the argument un leads to cross site scripting. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-234014 is the identifier assigned to this vulnerability.,9.2,public facing,functional,yes,no,171,,
54e06ea5-3784-4dad-9344-b8a0e898bed4,CVE-2023-3659,A vulnerability has been found in SourceCodester AC Repair and Services System 1.0 and classified as problematic. Affected by this vulnerability is an unknown functionality of the file admin/?page=user/manage_user. The manipulation of the argument firstname/middlename leads to cross site scripting. The attack can be launched remotely. The identifier VDB-234013 was assigned to this vulnerability.,7.7,public facing,functional,yes,yes,608,,
98d6c7c3-848f-4f3e-9930-6f2f17f8dad4,CVE-2023-3658,"A vulnerability, which was classified as critical, was found in SourceCodester AC Repair and Services System 1.0. Affected is an unknown function of the file Master.php?f=delete_book of the component HTTP POST Request Handler. The manipulation of the argument id leads to sql injection. It is possible to launch the attack remotely. The identifier of this vulnerability is VDB-234012.",1.7,public facing,functional,no,no,848,,
a6d5a014-34ed-4853-abf8-1a971444366f,CVE-2023-3657,"A vulnerability, which was classified as critical, has been found in SourceCodester AC Repair and Services System 1.0. This issue affects some unknown processing of the file Master.php?f=save_book of the component HTTP POST Request Handler. The manipulation of the argument id leads to sql injection. The attack may be initiated remotely. The associated identifier of this vulnerability is VDB-234011.",10,public facing,functional,no,yes,709,,
69a963d2-f5b7-42b3-a109-0d3d9ead5fc3,CVE-2023-36543,"Apache Airflow, versions before 2.6.3, has a vulnerability where an authenticated user can use crafted input to make the current request hang. It is recommended to upgrade to a version that is not affected",8.9,public facing,proof-of-concept,yes,no,876,,
0c7eb654-8654-4059-bbb8-1bc5d1af1647,CVE-2023-36542,"Apache NiFi 0.0.2 through 1.22.0 include Processors and Controller Services that support HTTP URL references for retrieving drivers, which allows an authenticated and authorized user to configure a location that enables custom code execution. The resolution introduces a new Required Permission for referencing remote resources, restricting configuration of these components to privileged users. The permission prevents unprivileged users from configuring Processors and Controller Services annotated with the new Reference Remote Resources restriction. Upgrading to Apache NiFi 1.23.0 is the recommended mitigation.",9.2,internal,non-existent,yes,no,289,,
